u,v,key,name,highway,length,speed_kph,travel_time,geometry,travel_time_min
41958077,41968606,0,Keulseweg,trunk,950.6982805844967,100.0,34.225138101041885,"LINESTRING (6.0143713 50.8375469, 6.0146027 50.8378798, 6.0147285 50.838057, 6.0149069 50.8383391, 6.015021 50.8385533, 6.0151238 50.838768, 6.0151937 50.8389551, 6.0152701 50.8391612, 6.0153346 50.8393558, 6.0153841 50.8395416, 6.01544 50.8397866, 6.0154766 50.8400159, 6.0155014 50.8403056, 6.0155164 50.8405423, 6.0155167 50.840849, 6.0154695 50.8412958, 6.0154195 50.8415559, 6.0153636 50.841767, 6.0152594 50.8420929, 6.0151378 50.8423747, 6.0149944 50.8426768, 6.0147838 50.8430449, 6.0146538 50.8432547, 6.0145169 50.8434459, 6.0141721 50.84386, 6.0139677 50.8440802, 6.0137569 50.8442869, 6.0135354 50.8445139, 6.0124837 50.8455246)",0.570418968350698
41958077,368984769,0,Keulseweg,trunk_link,491.28736622622296,90.0,19.651494649048917,"LINESTRING (6.0143713 50.8375469, 6.0147185 50.8378464, 6.0156039 50.8387804, 6.0157003 50.8389001, 6.0157679 50.8390044, 6.0158524 50.8391521, 6.0159298 50.8393298, 6.0160246 50.8396275, 6.0160823 50.839836, 6.0161031 50.8399429, 6.0161218 50.8400444, 6.016151 50.8402599, 6.0161804 50.8406566, 6.0161803 50.8407265, 6.0161741 50.8408913, 6.0161632 50.8409731, 6.0161436 50.8410548, 6.0161195 50.8411377, 6.0160932 50.8412069, 6.0160603 50.8412862, 6.0160376 50.841329, 6.0159951 50.8413894, 6.0159513 50.8414588, 6.0159291 50.8414978, 6.0159213 50.841531, 6.0159177 50.8415601, 6.0159196 50.8416085, 6.0159399 50.8416631)",0.327524910817482
41958250,992914355,0,,trunk,428.97100936395276,85.0,18.168183926002705,"LINESTRING (6.0144338 50.8379541, 6.014272 50.8377322, 6.0140919 50.8375005, 6.0138396 50.837221, 6.0136155 50.8369943, 6.0132564 50.8366598, 6.0128722 50.8363709, 6.012515 50.8361099, 6.0120098 50.8358011, 6.0115377 50.8355184, 6.0107639 50.8351378, 6.0105558 50.8350368)",0.3028030654333784
41961522,42012477,0,,motorway,4937.998608131089,100.0,177.7679498927192,"LINESTRING (6.001101 50.8402432, 5.9999689 50.8407768, 5.9994397 50.841012, 5.9971864 50.8419378, 5.9966582 50.8421539, 5.9959957 50.8424287, 5.9879654 50.845764, 5.98596 50.84661, 5.98441 50.84726, 5.98328 50.8478, 5.9821 50.84843, 5.981511 50.8487764, 5.9809477 50.8491228, 5.9798383 50.8498318, 5.9792589 50.8502484, 5.97878 50.85063, 5.9778534 50.8513728, 5.97692 50.8522567, 5.9756755 50.8536283, 5.974962 50.8544682, 5.97393 50.85585, 5.97279 50.85743, 5.97243 50.85797, 5.9710567 50.8599337, 5.96959 50.86193, 5.96871 50.86305, 5.9676128 50.8642982, 5.9664712 50.865559, 5.965311 50.8667189, 5.9641259 50.8678532, 5.9617504 50.8698946, 5.9605646 50.8709075, 5.9599646 50.8714324, 5.9596727 50.871692, 5.9594235 50.8719173, 5.9584207 50.8728371, 5.9579471 50.8732887, 5.9574769 50.8737439)",2.9627991648786534
41961766,41953711,0,,motorway_link,875.4993173832033,100.0,31.51797542579532,"LINESTRING (6.0006016 50.8402559, 6.0019894 50.8394601, 6.0025341 50.8391323, 6.0028822 50.8389159, 6.0032877 50.8386511, 6.0034883 50.8385155, 6.0036595 50.8383907, 6.0045938 50.8377222, 6.0048915 50.8374796, 6.0050216 50.8373564, 6.0051375 50.8372344, 6.0053236 50.837, 6.0054012 50.8368786, 6.0054698 50.8367555, 6.005566 50.8365666, 6.0056302 50.8363852, 6.005678 50.8361989, 6.0057048 50.8360618, 6.0057176 50.8359227, 6.0057208 50.8357714, 6.0057142 50.8356126, 6.00569 50.8352929, 6.0056275 50.8349035, 6.0055948 50.8346428, 6.0055975 50.8345252, 6.0056118 50.8344332, 6.0056364 50.8343442, 6.0056823 50.8342342, 6.0057409 50.834145, 6.0058187 50.8340516, 6.0058995 50.8339675, 6.0060778 50.833804, 6.0061995 50.833702)",0.525299590429922
41961766,712758483,0,,motorway,1732.0973485967684,86.66666666666667,71.94865909555807,"LINESTRING (6.0006016 50.8402559, 6.0014121 50.8398521, 6.0020539 50.839512, 6.0026132 50.83919, 6.00351 50.83865, 6.0038904 50.8384075, 6.0042548 50.8381634, 6.004921 50.8376926, 6.0055874 50.8371695, 6.0062798 50.8366061, 6.00675 50.8362025, 6.0073326 50.8356512, 6.0080269 50.8349757, 6.0086655 50.834355, 6.0093667 50.8336628, 6.0102363 50.8328075, 6.0113489 50.831712, 6.0124759 50.8306018, 6.0132256 50.829869, 6.0152769 50.8278459)",1.1991443182593011
41961820,324227897,0,Rolduckerweg | Beitel,tertiary,443.32403448167776,65.0,24.553331140523692,"LINESTRING (5.9929128 50.8406662, 5.9943153 50.8413185, 5.9950596 50.8416647, 5.9959343 50.8420927, 5.9968836 50.8425583, 5.9973545 50.8427708, 5.9979855 50.8430384)",0.40922218567539487
41963637,41963646,0,,unclassified,8.530054149883025,50.0,0.6141638987915778,"LINESTRING (6.0119769 50.8417047, 6.0120207 50.8417066, 6.0120672 50.8417123, 6.0120934 50.8417218)",0.01023606497985963
41963637,12817467960,0,Argonstraat,unclassified,30.708890366882343,50.0,2.211040106415529,"LINESTRING (6.0119769 50.8417047, 6.0120088 50.8416647, 6.0120686 50.8415413, 6.0121469 50.8414517)",0.03685066844025882
41963646,860079959,0,,unclassified,14.09766221956387,50.0,1.0150316798085988,"LINESTRING (6.0120934 50.8417218, 6.0121272 50.8417332, 6.0121503 50.8417483, 6.0121828 50.8417835, 6.0121951 50.8418236)",0.016917194663476645
41963701,41963637,0,,unclassified,11.592346187440505,50.0,0.8346489254957165,"LINESTRING (6.0118388 50.8417572, 6.0118899 50.8417256, 6.0119382 50.8417108, 6.0119769 50.8417047)",0.013910815424928608
41963952,41964013,0,,unclassified,12.783688114520562,50.0,0.9204255442454804,"LINESTRING (6.0121618 50.8418952, 6.0121264 50.8419195, 6.0120704 50.8419402, 6.0120067 50.841948)",0.015340425737424673
41963998,860079965,0,,unclassified,11.60354299468753,50.0,0.8354550956175022,"LINESTRING (6.0118931 50.8419266, 6.0118498 50.8419007, 6.0118211 50.8418676, 6.0118107 50.8418394)",0.013924251593625037
41964013,41963998,0,,unclassified,8.428355500342551,50.0,0.6068415960246637,"LINESTRING (6.0120067 50.841948, 6.0119472 50.841943, 6.0118931 50.8419266)",0.010114026600411061
41964013,6345890891,0,Heliumstraat,unclassified,29.262504611118857,50.0,2.1069003320005577,"LINESTRING (6.0120067 50.841948, 6.0119868 50.8419913, 6.0119241 50.8421071, 6.0118515 50.8421911)",0.03511500553334263
41964317,3896806422,0,Avantis,trunk,37.94065710945773,80.0,1.7073295699255977,"LINESTRING (6.0136785 50.842243, 6.013692 50.8421836, 6.0137033 50.8421506, 6.0137156 50.8421128, 6.0137341 50.8420724, 6.0137633 50.8420134, 6.0138357 50.8419189)",0.028455492832093296
41964317,3896806423,0,Earl Bakkenstraat,unclassified,38.78028428793279,80.0,1.7451127929569754,"LINESTRING (6.0136785 50.842243, 6.0136545 50.8422176, 6.0135856 50.8421654, 6.0135444 50.84214, 6.0134969 50.8421187, 6.0134299 50.8420951, 6.0133713 50.8420752, 6.0132533 50.8420291)",0.02908521321594959
41964579,3896806427,0,Avantis,trunk,38.30765111600651,80.0,1.7238443002202928,"LINESTRING (6.0164025 50.8424162, 6.0163959 50.842469, 6.0163774 50.8425268, 6.0163436 50.8426034, 6.0163044 50.8426784, 6.0162586 50.8427466)",0.02873073833700488
41965361,41967476,0,Koperslager,unclassified,302.0181804618379,80.0,13.590818120782707,"LINESTRING (6.0054384 50.8432716, 6.0049556 50.8428414, 6.0048805 50.842855, 6.0037802 50.8436625, 6.0030399 50.8442138, 6.0028401 50.8443755, 6.0027878 50.8444458, 6.0027566 50.8445116)",0.22651363534637844
41965571,41964317,0,Avantis,trunk,78.41717398568157,80.0,3.5287728293556704,"LINESTRING (6.0140167 50.8428948, 6.013924 50.8428205, 6.0137944 50.8426806, 6.013749 50.8426107, 6.0137077 50.8425281, 6.0136897 50.8424551, 6.0136763 50.8423656, 6.0136785 50.842243)",0.05881288048926117
41965713,324227898,0,Beitel | Rolduckerweg,unclassified,455.39584566547296,50.0,32.788500887914054,"LINESTRING (5.9978856 50.8431432, 5.9978138 50.8431173, 5.9973507 50.8429484, 5.9971437 50.842863, 5.9970413 50.8428112, 5.9969281 50.8427462, 5.9968314 50.8426825, 5.9966994 50.8425976, 5.9965673 50.8425193, 5.9964565 50.8424568, 5.996333 50.8423995, 5.9955633 50.8420146, 5.9951643 50.841815, 5.9948799 50.8416753, 5.9946521 50.8415645, 5.9945509 50.8415157, 5.9944465 50.8414746, 5.9943538 50.8414399, 5.9942234 50.8413993, 5.9940873 50.8413549, 5.9939426 50.8413013, 5.9938044 50.8412428, 5.9935905 50.8411559, 5.993515 50.8411178, 5.9934715 50.8410941, 5.9934358 50.8410748, 5.9932735 50.8409822, 5.9929104 50.8407612, 5.9927418 50.8406744)",0.5464750147985675
41965713,324227897,0,,unclassified,13.601922808861005,80.0,0.6120865263987452,"LINESTRING (5.9978856 50.8431432, 5.9979044 50.8431241, 5.9979515 50.8430738, 5.9979855 50.8430384)",0.010201442106645753
41966249,41966342,0,,unclassified,8.75957974566067,80.0,0.39418108855473016,"LINESTRING (5.9996075 50.8436124, 5.9995587 50.8436849)",0.006569684809245502
41966249,6555011045,0,,unclassified,8.135339806003856,80.0,0.3660902912701735,"LINESTRING (5.9996075 50.8436124, 5.9996575 50.8435464)",0.006101504854502892
41966249,41967001,0,Beitel,tertiary,155.29903458733935,80.0,6.98845655643027,"LINESTRING (5.9996075 50.8436124, 6.0015652 50.8442624)",0.1164742759405045
41966249,324227897,0,Beitel,tertiary,130.60603080333996,80.0,5.877271386150298,"LINESTRING (5.9996075 50.8436124, 5.9991842 50.8434728, 5.9987457 50.8433248, 5.9983702 50.8431891, 5.9979855 50.8430384)",0.09795452310250496
41966342,41966249,0,,unclassified,8.75957974566067,80.0,0.39418108855473016,"LINESTRING (5.9995587 50.8436849, 5.9996075 50.8436124)",0.006569684809245502
41966342,4665847232,0,Nijverheidsweg,unclassified,216.44794641385715,50.0,15.584252141797716,"LINESTRING (5.9995587 50.8436849, 5.9994686 50.8438124, 5.9993975 50.8439326, 5.9993338 50.8440609, 5.9992808 50.8442002, 5.9992491 50.8443332, 5.9992454 50.8443486, 5.9992198 50.8445466, 5.9991908 50.8447912, 5.9990772 50.8455949)",0.2597375356966286
41966342,41965713,0,Beitel,unclassified,132.14746366075872,50.0,9.514617383574627,"LINESTRING (5.9995587 50.8436849, 5.9993963 50.8436367, 5.9990424 50.8435381, 5.9986803 50.843428, 5.9984873 50.8433624, 5.9983823 50.8433254, 5.9982652 50.8432805, 5.998122 50.8432294, 5.9980954 50.8432192, 5.9979605 50.8431691, 5.9978856 50.8431432)",0.15857695639291045
41967001,41967405,0,Beitel,tertiary,26.538664041741892,80.0,1.194239881878385,"LINESTRING (6.0015652 50.8442624, 6.0018983 50.8443752)",0.01990399803130642
41967001,41966249,0,Beitel,tertiary,155.29903458733935,80.0,6.98845655643027,"LINESTRING (6.0015652 50.8442624, 5.9996075 50.8436124)",0.1164742759405045
41967001,324227896,0,,unclassified,8.21514382284332,80.0,0.36968147202794943,"LINESTRING (6.0015652 50.8442624, 6.001509 50.8443272)",0.006161357867132491
41967001,6555011046,0,,unclassified,12.980127517352015,80.0,0.5841057382808407,"LINESTRING (6.0015652 50.8442624, 6.0016513 50.8441591)",0.00973509563801401
41967076,6345890891,0,Heliumstraat,unclassified,250.59934600633176,50.0,18.043152912455888,"LINESTRING (6.0102588 50.8441557, 6.0103018 50.8441327, 6.0103711 50.8440939, 6.0104748 50.8440369, 6.0105404 50.8439922, 6.0106394 50.8439276, 6.0107814 50.8438171, 6.0109106 50.8437126, 6.0110445 50.843595, 6.0111733 50.8434604, 6.0112949 50.8433147, 6.011402 50.8431777, 6.0114803 50.8430491, 6.01156 50.8428981, 6.0116685 50.842642, 6.0117911 50.8423396, 6.0118515 50.8421911)",0.30071921520759815
41967076,41967714,0,Heliumstraat,unclassified,105.88216944705869,42.08940719144801,9.056335915485665,"LINESTRING (6.0102588 50.8441557, 6.01014 50.8442227, 6.0100234 50.8442813, 6.009907 50.844335, 6.0097985 50.8443794, 6.0096806 50.8444258, 6.0095462 50.8444767, 6.0091499 50.8446125, 6.0090113 50.8446596, 6.008992 50.8446667)",0.15093893192476107
41967405,41967001,0,Beitel,tertiary,26.538664041741892,80.0,1.194239881878385,"LINESTRING (6.0018983 50.8443752, 6.0015652 50.8442624)",0.01990399803130642
41967405,2628366108,0,Beitel,tertiary,230.78906837039483,80.0,10.385508076667767,"LINESTRING (6.0018983 50.8443752, 6.0022201 50.8444581, 6.0025316 50.8445576, 6.0027419 50.8446275, 6.0029592 50.8447067, 6.0031275 50.8447719, 6.0033035 50.8448467, 6.0034262 50.8449027, 6.0036146 50.8450014, 6.0037494 50.8450779, 6.0038777 50.8451566, 6.0040428 50.845268, 6.0041836 50.8453802, 6.0043167 50.8454967, 6.0044466 50.8456242)",0.1730918012777961
41967476,41965361,0,Koperslager,unclassified,302.01818046183797,80.0,13.590818120782709,"LINESTRING (6.0027566 50.8445116, 6.0027878 50.8444458, 6.0028401 50.8443755, 6.0030399 50.8442138, 6.0037802 50.8436625, 6.0048805 50.842855, 6.0049556 50.8428414, 6.0054384 50.8432716)",0.22651363534637847
41967476,41968519,0,Rolduckerweg,unclassified,193.37104379370322,50.0,13.922715153146633,"LINESTRING (6.0027566 50.8445116, 6.0035294 50.8447743, 6.0042972 50.8450245, 6.0044923 50.8451038, 6.004605 50.8451647, 6.0047181 50.8452367, 6.0048477 50.8453586, 6.004962 50.8454911)",0.23204525255244388
41967963,41968519,0,Vrusschenhusken,unclassified,228.5229621307947,50.0,16.45365327341722,"LINESTRING (6.0080773 50.8449874, 6.0078389 50.8450711, 6.0076946 50.8451208, 6.0075932 50.84515, 6.0075088 50.8451721, 6.0074126 50.8451902, 6.0073131 50.8452069, 6.0071627 50.8452254, 6.0070344 50.8452373, 6.0065524 50.8452724, 6.0061944 50.8452998, 6.0059185 50.845318, 6.0056153 50.8453397, 6.0054978 50.8453561, 6.0053502 50.8453781, 6.0052276 50.8454055, 6.0051276 50.8454365, 6.004962 50.8454911)",0.2742275545569537
41968519,41968773,0,Vrusschenhusken,unclassified,39.08846886114832,50.0,2.8143697580026794,"LINESTRING (6.004962 50.8454911, 6.004526 50.8457097)",0.04690616263337799
41968519,41967963,0,Vrusschenhusken,unclassified,228.52296213079472,50.0,16.45365327341722,"LINESTRING (6.004962 50.8454911, 6.0051276 50.8454365, 6.0052276 50.8454055, 6.0053502 50.8453781, 6.0054978 50.8453561, 6.0056153 50.8453397, 6.0059185 50.845318, 6.0061944 50.8452998, 6.0065524 50.8452724, 6.0070344 50.8452373, 6.0071627 50.8452254, 6.0073131 50.8452069, 6.0074126 50.8451902, 6.0075088 50.8451721, 6.0075932 50.84515, 6.0076946 50.8451208, 6.0078389 50.8450711, 6.0080773 50.8449874)",0.2742275545569537
41968519,41971651,0,Beitel,unclassified,255.2526953229932,50.0,18.378194063255513,"LINESTRING (6.004962 50.8454911, 6.0050538 50.8455872, 6.0050871 50.8456309, 6.0050985 50.8456652, 6.005104 50.8457037, 6.0050797 50.8460263, 6.005069 50.8461936, 6.0050697 50.8462626, 6.005071 50.8463024, 6.0050746 50.8463368, 6.0050851 50.8463799, 6.0050979 50.8464159, 6.005116 50.8464578, 6.0051334 50.8464975, 6.00538 50.84698, 6.0054928 50.8471843, 6.0055612 50.8473054, 6.005627 50.8473909, 6.0057112 50.8474916, 6.0058991 50.8476544)",0.3063032343875919
41968519,41967476,0,Rolduckerweg,unclassified,193.37104379370328,50.0,13.922715153146637,"LINESTRING (6.004962 50.8454911, 6.0048477 50.8453586, 6.0047181 50.8452367, 6.004605 50.8451647, 6.0044923 50.8451038, 6.0042972 50.8450245, 6.0035294 50.8447743, 6.0027566 50.8445116)",0.23204525255244396
41968606,41971856,0,Keulseweg,trunk,313.9036454525386,100.0,11.300531236291391,"LINESTRING (6.0124837 50.8455246, 6.0108356 50.8470826, 6.0104723 50.8474255, 6.0099994 50.8478717)",0.1883421872715232
41968742,41958250,0,Keulseweg,trunk,922.5093626870439,100.0,33.21033705673358,"LINESTRING (6.0120659 50.845678, 6.0132872 50.8445039, 6.0135184 50.8442833, 6.0137367 50.8440574, 6.0139851 50.8437904, 6.0140927 50.8436627, 6.0141938 50.843535, 6.0142741 50.8434297, 6.0143501 50.8433177, 6.0144336 50.8432021, 6.0145677 50.843001, 6.0146796 50.8428229, 6.0148157 50.8425657, 6.0149243 50.8423317, 6.0150639 50.8419864, 6.0151572 50.8417064, 6.0151899 50.8415505, 6.0152388 50.8412788, 6.01528 50.8409671, 6.0152986 50.840656, 6.0152948 50.8403835, 6.0152856 50.840203, 6.0152656 50.8400225, 6.015219 50.8397908, 6.0151976 50.8396696, 6.0151676 50.8395485, 6.0150421 50.8391296, 6.0149849 50.8389771, 6.0149105 50.8387948, 6.0147217 50.8384067, 6.0146399 50.8382586, 6.0145146 50.8380712, 6.0144338 50.8379541)",0.5535056176122263
41968742,41965571,0,Keulseweg,trunk_link,341.386367742688,90.0,13.655454709707518,"LINESTRING (6.0120659 50.845678, 6.0123237 50.8453152, 6.0125458 50.8450625, 6.0129049 50.8446572, 6.0131202 50.8443851, 6.0134912 50.8437404, 6.0136552 50.8435232, 6.0138237 50.8433299, 6.013987 50.8431386, 6.0140215 50.8430817, 6.014036 50.8430526, 6.0140404 50.8430065, 6.0140328 50.8429555, 6.0140167 50.8428948)",0.22759091182845864
41968773,41968899,0,,tertiary,23.018093234231973,80.0,1.0358141955404387,"LINESTRING (6.004526 50.8457097, 6.0042294 50.8457979)",0.017263569925673978
41968773,41973121,0,Beitel,tertiary,443.1766247521095,80.0,19.942948113844928,"LINESTRING (6.004526 50.8457097, 6.0046024 50.8458032, 6.0047821 50.8460634, 6.0049168 50.8463028, 6.00505 50.84655, 6.0053807 50.8471962, 6.0055129 50.8474286, 6.0056481 50.8476345, 6.0057882 50.8478107, 6.0058925 50.8479239, 6.0060514 50.848073, 6.0061167 50.848127, 6.0062532 50.848236, 6.0063568 50.8483112, 6.0064946 50.8484062, 6.0066339 50.8484957, 6.0067544 50.8485627, 6.0068828 50.8486248, 6.007456 50.848886, 6.0075271 50.8489146, 6.0077354 50.8490069)",0.3323824685640821
41968899,41969011,0,Sourethweg,tertiary,27.842108947182272,50.0,2.0046318441971236,"LINESTRING (6.0042294 50.8457979, 6.0038512 50.8458732)",0.033410530736618725
41968899,2834736546,0,Beitel,tertiary,10.837568294667975,80.0,0.4876905732600588,"LINESTRING (6.0042294 50.8457979, 6.0041553 50.8457124)",0.00812817622100098
41969011,2834736550,0,Beitel,unclassified,5.321383477842092,50.0,0.3831396104046307,"LINESTRING (6.0038512 50.8458732, 6.0038263 50.845828)",0.006385660173410511
41969011,41981363,0,Beitel | Oude Roderweg,unclassified,1522.5758591577478,50.0,109.62546185935786,"LINESTRING (6.0038512 50.8458732, 6.0038838 50.8459508, 6.0039023 50.845984, 6.0039264 50.8460132, 6.0039673 50.8460462, 6.0040023 50.84607, 6.0041021 50.8461309, 6.0042047 50.8461999, 6.004322 50.8462829, 6.0043884 50.8463447, 6.0044413 50.8463924, 6.0045245 50.8464925, 6.0045934 50.8466175, 6.0046768 50.8467879, 6.0048434 50.8471283, 6.0049945 50.8474059, 6.0051279 50.84768, 6.0052159 50.8478109, 6.0053141 50.8479421, 6.005528 50.8481729, 6.0056242 50.8482478, 6.0057494 50.848345, 6.0059173 50.848465, 6.0060883 50.8485827, 6.0062988 50.8487169, 6.0065011 50.8488299, 6.006709 50.8489271, 6.0068273 50.8489824, 6.0068877 50.8490169, 6.0069298 50.849048, 6.0069652 50.8490805, 6.0069855 50.8490995, 6.0070113 50.8491378, 6.0070282 50.8491646, 6.0070548 50.8492309, 6.0070619 50.8492812, 6.007062 50.8493182, 6.0070505 50.8493752, 6.0070351 50.8494108, 6.0069932 50.8494706, 6.00632 50.8502, 6.00569 50.85094, 6.00556 50.85101, 6.00541 50.85105, 6.00529 50.85106, 6.00254 50.85042, 6.00231 50.8504, 6.00206 50.85041, 6.00186 50.85047, 6.00165 50.8506, 6.00156 50.85075, 6.00114 50.85359, 6.00111 50.85369, 6.00098 50.85371, 6.00048 50.8537, 5.99975 50.8538, 5.99908 50.854, 5.99868 50.85414, 5.99838 50.85428)",1.8270910309892976
