u,v,key,name,highway,transportation_type,length,speed_kph,travel_time,travel_time_min,geometry
41953428,712758483,0,,motorway_link,car,1276.065594147757,93.33333333333331,49.21967291712779,0.8203278819521298,"LINESTRING (6.006902 50.8333456, 6.0067365 50.8334964, 6.006367 50.833859, 6.0060973 50.8341556, 6.0060185 50.8342816, 6.0059796 50.8343663, 6.0059581 50.8344476, 6.0059537 50.8345256, 6.00596 50.83459, 6.0059721 50.8346469, 6.0059868 50.8347004, 6.0060391 50.8347914, 6.0060936 50.8348582, 6.006164 50.8349241, 6.0062397 50.8349765, 6.0063283 50.8350287, 6.0064517 50.8350795, 6.0065442 50.83511, 6.0066448 50.8351371, 6.0067991 50.8351648, 6.006959 50.8351766, 6.0070697 50.8351749, 6.0071804 50.8351648, 6.0073205 50.8351405, 6.0074769 50.8351012, 6.0076252 50.835043, 6.0077223 50.8349953, 6.00781 50.83494, 6.0079883 50.8348025, 6.0080705 50.8347215, 6.0085697 50.8342256, 6.0092598 50.833544, 6.0095984 50.8332131, 6.0100474 50.8327715, 6.0104944 50.8323266, 6.0109087 50.8319204, 6.011332 50.831508, 6.0121569 50.830699, 6.01237 50.8304836, 6.0128043 50.8300547, 6.013101 50.8297656, 6.0134064 50.8294833, 6.0139763 50.8289359, 6.0143402 50.8286013, 6.0145821 50.8283807, 6.0152769 50.8278459)"
41953711,41953069,0,,motorway_link,car,88.64299765649828,80.0,3.988934894542423,0.06648224824237371,"LINESTRING (6.0061995 50.833702, 6.0063416 50.833559, 6.0063927 50.8334841, 6.006408 50.83342, 6.00641 50.83335, 6.0063957 50.8332758, 6.00636 50.8332, 6.0062558 50.8330813, 6.0061477 50.8329797)"
41953711,41953398,0,,motorway_link,car,63.21556398451234,80.0,2.8447003793030556,0.04741167298838426,"LINESTRING (6.0061995 50.833702, 6.0063945 50.833584, 6.0066964 50.8333168, 6.0067454 50.8332749, 6.0067627 50.8332611)"
41954178,725607719,0,,motorway_link,car,53.25550843671871,80.0,2.396497879652342,0.039941631327539036,"LINESTRING (6.0103218 50.834154, 6.0099368 50.8344923, 6.0098908 50.8345312, 6.0098779 50.8345423)"
41954178,992914361,0,,motorway_link,car,83.24919319280885,80.0,3.746213693676398,0.06243689489460664,"LINESTRING (6.0103218 50.834154, 6.0102864 50.8342612, 6.0102447 50.8343278, 6.0102315 50.8343742, 6.0102255 50.8344374, 6.0102325 50.8345051, 6.0102627 50.8345807, 6.010314 50.8346533, 6.010386 50.8347256, 6.0105242 50.8348431)"
41955166,41961522,0,,motorway_link,car,807.6015257029097,130.0,22.364349942542113,0.3727391657090352,"LINESTRING (6.0092664 50.8352366, 6.0088128 50.835715, 6.0084607 50.8360858, 6.0083198 50.8362302, 6.0081717 50.8363736, 6.0080535 50.8364769, 6.0079598 50.83655, 6.0077877 50.8366777, 6.0077021 50.8367374, 6.0075274 50.8368445, 6.0073332 50.8369509, 6.0071002 50.8370675, 6.0068643 50.8371764, 6.0063961 50.8373856, 6.0060294 50.8375561, 6.00573 50.83771, 6.0052699 50.8379806, 6.0045407 50.8384761, 6.00429 50.83864, 6.0041218 50.8387475, 6.0039618 50.8388436, 6.0036 50.839042, 6.0029235 50.839409, 6.0023389 50.8397101, 6.0022714 50.8397429, 6.001101 50.8402432)"
41958077,41968606,0,Keulseweg,trunk,car,950.6982805844968,100.0,34.225138101041885,0.570418968350698,"LINESTRING (6.0143713 50.8375469, 6.0146027 50.8378798, 6.0147285 50.838057, 6.0149069 50.8383391, 6.015021 50.8385533, 6.0151238 50.838768, 6.0151937 50.8389551, 6.0152701 50.8391612, 6.0153346 50.8393558, 6.0153841 50.8395416, 6.01544 50.8397866, 6.0154766 50.8400159, 6.0155014 50.8403056, 6.0155164 50.8405423, 6.0155167 50.840849, 6.0154695 50.8412958, 6.0154195 50.8415559, 6.0153636 50.841767, 6.0152594 50.8420929, 6.0151378 50.8423747, 6.0149944 50.8426768, 6.0147838 50.8430449, 6.0146538 50.8432547, 6.0145169 50.8434459, 6.0141721 50.84386, 6.0139677 50.8440802, 6.0137569 50.8442869, 6.0135354 50.8445139, 6.0124837 50.8455246)"
41958077,368984769,0,Keulseweg,trunk_link,car,491.28736622622296,90.0,19.651494649048917,0.327524910817482,"LINESTRING (6.0143713 50.8375469, 6.0147185 50.8378464, 6.0156039 50.8387804, 6.0157003 50.8389001, 6.0157679 50.8390044, 6.0158524 50.8391521, 6.0159298 50.8393298, 6.0160246 50.8396275, 6.0160823 50.839836, 6.0161031 50.8399429, 6.0161218 50.8400444, 6.016151 50.8402599, 6.0161804 50.8406566, 6.0161803 50.8407265, 6.0161741 50.8408913, 6.0161632 50.8409731, 6.0161436 50.8410548, 6.0161195 50.8411377, 6.0160932 50.8412069, 6.0160603 50.8412862, 6.0160376 50.841329, 6.0159951 50.8413894, 6.0159513 50.8414588, 6.0159291 50.8414978, 6.0159213 50.841531, 6.0159177 50.8415601, 6.0159196 50.8416085, 6.0159399 50.8416631)"
41958250,992914355,0,,trunk,car,428.9710093639528,85.0,18.16818392600271,0.3028030654333785,"LINESTRING (6.0144338 50.8379541, 6.014272 50.8377322, 6.0140919 50.8375005, 6.0138396 50.837221, 6.0136155 50.8369943, 6.0132564 50.8366598, 6.0128722 50.8363709, 6.012515 50.8361099, 6.0120098 50.8358011, 6.0115377 50.8355184, 6.0107639 50.8351378, 6.0105558 50.8350368)"
41961522,42012477,0,,motorway,car,4937.998608131089,100.0,177.7679498927192,2.9627991648786534,"LINESTRING (6.001101 50.8402432, 5.9999689 50.8407768, 5.9994397 50.841012, 5.9971864 50.8419378, 5.9966582 50.8421539, 5.9959957 50.8424287, 5.9879654 50.845764, 5.98596 50.84661, 5.98441 50.84726, 5.98328 50.8478, 5.9821 50.84843, 5.981511 50.8487764, 5.9809477 50.8491228, 5.9798383 50.8498318, 5.9792589 50.8502484, 5.97878 50.85063, 5.9778534 50.8513728, 5.97692 50.8522567, 5.9756755 50.8536283, 5.974962 50.8544682, 5.97393 50.85585, 5.97279 50.85743, 5.97243 50.85797, 5.9710567 50.8599337, 5.96959 50.86193, 5.96871 50.86305, 5.9676128 50.8642982, 5.9664712 50.865559, 5.965311 50.8667189, 5.9641259 50.8678532, 5.9617504 50.8698946, 5.9605646 50.8709075, 5.9599646 50.8714324, 5.9596727 50.871692, 5.9594235 50.8719173, 5.9584207 50.8728371, 5.9579471 50.8732887, 5.9574769 50.8737439)"
41961766,41953711,0,,motorway_link,car,875.4993173832033,100.0,31.51797542579532,0.525299590429922,"LINESTRING (6.0006016 50.8402559, 6.0019894 50.8394601, 6.0025341 50.8391323, 6.0028822 50.8389159, 6.0032877 50.8386511, 6.0034883 50.8385155, 6.0036595 50.8383907, 6.0045938 50.8377222, 6.0048915 50.8374796, 6.0050216 50.8373564, 6.0051375 50.8372344, 6.0053236 50.837, 6.0054012 50.8368786, 6.0054698 50.8367555, 6.005566 50.8365666, 6.0056302 50.8363852, 6.005678 50.8361989, 6.0057048 50.8360618, 6.0057176 50.8359227, 6.0057208 50.8357714, 6.0057142 50.8356126, 6.00569 50.8352929, 6.0056275 50.8349035, 6.0055948 50.8346428, 6.0055975 50.8345252, 6.0056118 50.8344332, 6.0056364 50.8343442, 6.0056823 50.8342342, 6.0057409 50.834145, 6.0058187 50.8340516, 6.0058995 50.8339675, 6.0060778 50.833804, 6.0061995 50.833702)"
41961766,712758483,0,,motorway,car,1732.0973485967684,86.66666666666667,71.94865909555807,1.1991443182593011,"LINESTRING (6.0006016 50.8402559, 6.0014121 50.8398521, 6.0020539 50.839512, 6.0026132 50.83919, 6.00351 50.83865, 6.0038904 50.8384075, 6.0042548 50.8381634, 6.004921 50.8376926, 6.0055874 50.8371695, 6.0062798 50.8366061, 6.00675 50.8362025, 6.0073326 50.8356512, 6.0080269 50.8349757, 6.0086655 50.834355, 6.0093667 50.8336628, 6.0102363 50.8328075, 6.0113489 50.831712, 6.0124759 50.8306018, 6.0132256 50.829869, 6.0152769 50.8278459)"
41961820,324227897,0,Rolduckerweg | Beitel,tertiary,pedestrian,443.32403448167776,5.0,319.193304826808,5.319888413780133,"LINESTRING (5.9929128 50.8406662, 5.9943153 50.8413185, 5.9950596 50.8416647, 5.9959343 50.8420927, 5.9968836 50.8425583, 5.9973545 50.8427708, 5.9979855 50.8430384)"
41961820,324227897,0,Rolduckerweg | Beitel,tertiary,bike,443.32403448167776,15.0,106.39776827560266,1.773296137926711,"LINESTRING (5.9929128 50.8406662, 5.9943153 50.8413185, 5.9950596 50.8416647, 5.9959343 50.8420927, 5.9968836 50.8425583, 5.9973545 50.8427708, 5.9979855 50.8430384)"
41961820,324227897,0,Rolduckerweg | Beitel,tertiary,car,443.32403448167776,65.0,24.55333114052369,0.4092221856753948,"LINESTRING (5.9929128 50.8406662, 5.9943153 50.8413185, 5.9950596 50.8416647, 5.9959343 50.8420927, 5.9968836 50.8425583, 5.9973545 50.8427708, 5.9979855 50.8430384)"
41963637,41963646,0,,unclassified,pedestrian,8.530054149883025,5.0,6.141638987915778,0.1023606497985963,"LINESTRING (6.0119769 50.8417047, 6.0120207 50.8417066, 6.0120672 50.8417123, 6.0120934 50.8417218)"
41963637,41963646,0,,unclassified,bike,8.530054149883025,15.0,2.047212995971926,0.0341202165995321,"LINESTRING (6.0119769 50.8417047, 6.0120207 50.8417066, 6.0120672 50.8417123, 6.0120934 50.8417218)"
41963637,41963646,0,,unclassified,car,8.530054149883025,50.0,0.6141638987915777,0.010236064979859629,"LINESTRING (6.0119769 50.8417047, 6.0120207 50.8417066, 6.0120672 50.8417123, 6.0120934 50.8417218)"
41963637,12817467960,0,Argonstraat,unclassified,pedestrian,30.708890366882343,5.0,22.110401064155287,0.3685066844025881,"LINESTRING (6.0119769 50.8417047, 6.0120088 50.8416647, 6.0120686 50.8415413, 6.0121469 50.8414517)"
41963637,12817467960,0,Argonstraat,unclassified,bike,30.708890366882343,15.0,7.370133688051762,0.12283556146752937,"LINESTRING (6.0119769 50.8417047, 6.0120088 50.8416647, 6.0120686 50.8415413, 6.0121469 50.8414517)"
41963637,12817467960,0,Argonstraat,unclassified,car,30.708890366882343,50.0,2.2110401064155285,0.03685066844025881,"LINESTRING (6.0119769 50.8417047, 6.0120088 50.8416647, 6.0120686 50.8415413, 6.0121469 50.8414517)"
41963646,860079959,0,,unclassified,pedestrian,14.09766221956387,5.0,10.150316798085987,0.16917194663476645,"LINESTRING (6.0120934 50.8417218, 6.0121272 50.8417332, 6.0121503 50.8417483, 6.0121828 50.8417835, 6.0121951 50.8418236)"
41963646,860079959,0,,unclassified,bike,14.09766221956387,15.0,3.383438932695329,0.056390648878255484,"LINESTRING (6.0120934 50.8417218, 6.0121272 50.8417332, 6.0121503 50.8417483, 6.0121828 50.8417835, 6.0121951 50.8418236)"
41963646,860079959,0,,unclassified,car,14.09766221956387,50.0,1.0150316798085988,0.016917194663476645,"LINESTRING (6.0120934 50.8417218, 6.0121272 50.8417332, 6.0121503 50.8417483, 6.0121828 50.8417835, 6.0121951 50.8418236)"
41963701,41963637,0,,unclassified,pedestrian,11.592346187440503,5.0,8.346489254957163,0.13910815424928605,"LINESTRING (6.0118388 50.8417572, 6.0118899 50.8417256, 6.0119382 50.8417108, 6.0119769 50.8417047)"
41963701,41963637,0,,unclassified,bike,11.592346187440503,15.0,2.7821630849857204,0.04636938474976201,"LINESTRING (6.0118388 50.8417572, 6.0118899 50.8417256, 6.0119382 50.8417108, 6.0119769 50.8417047)"
41963701,41963637,0,,unclassified,car,11.592346187440503,50.0,0.8346489254957162,0.013910815424928604,"LINESTRING (6.0118388 50.8417572, 6.0118899 50.8417256, 6.0119382 50.8417108, 6.0119769 50.8417047)"
41963952,41964013,0,,unclassified,pedestrian,12.783688114520562,5.0,9.204255442454805,0.15340425737424676,"LINESTRING (6.0121618 50.8418952, 6.0121264 50.8419195, 6.0120704 50.8419402, 6.0120067 50.841948)"
41963952,41964013,0,,unclassified,bike,12.783688114520562,15.0,3.0680851474849344,0.05113475245808224,"LINESTRING (6.0121618 50.8418952, 6.0121264 50.8419195, 6.0120704 50.8419402, 6.0120067 50.841948)"
41963952,41964013,0,,unclassified,car,12.783688114520562,50.0,0.9204255442454804,0.015340425737424673,"LINESTRING (6.0121618 50.8418952, 6.0121264 50.8419195, 6.0120704 50.8419402, 6.0120067 50.841948)"
41963998,860079965,0,,unclassified,pedestrian,11.60354299468753,5.0,8.354550956175022,0.13924251593625037,"LINESTRING (6.0118931 50.8419266, 6.0118498 50.8419007, 6.0118211 50.8418676, 6.0118107 50.8418394)"
41963998,860079965,0,,unclassified,bike,11.60354299468753,15.0,2.784850318725007,0.04641417197875011,"LINESTRING (6.0118931 50.8419266, 6.0118498 50.8419007, 6.0118211 50.8418676, 6.0118107 50.8418394)"
41963998,860079965,0,,unclassified,car,11.60354299468753,50.0,0.8354550956175021,0.013924251593625035,"LINESTRING (6.0118931 50.8419266, 6.0118498 50.8419007, 6.0118211 50.8418676, 6.0118107 50.8418394)"
41964013,41963998,0,,unclassified,pedestrian,8.428355500342551,5.0,6.068415960246637,0.10114026600411061,"LINESTRING (6.0120067 50.841948, 6.0119472 50.841943, 6.0118931 50.8419266)"
41964013,41963998,0,,unclassified,bike,8.428355500342551,15.0,2.0228053200822123,0.0337134220013702,"LINESTRING (6.0120067 50.841948, 6.0119472 50.841943, 6.0118931 50.8419266)"
41964013,41963998,0,,unclassified,car,8.428355500342551,50.0,0.6068415960246637,0.010114026600411061,"LINESTRING (6.0120067 50.841948, 6.0119472 50.841943, 6.0118931 50.8419266)"
41964013,6345890891,0,Heliumstraat,unclassified,pedestrian,29.262504611118857,5.0,21.069003320005578,0.3511500553334263,"LINESTRING (6.0120067 50.841948, 6.0119868 50.8419913, 6.0119241 50.8421071, 6.0118515 50.8421911)"
41964013,6345890891,0,Heliumstraat,unclassified,bike,29.262504611118857,15.0,7.023001106668525,0.11705001844447542,"LINESTRING (6.0120067 50.841948, 6.0119868 50.8419913, 6.0119241 50.8421071, 6.0118515 50.8421911)"
41964013,6345890891,0,Heliumstraat,unclassified,car,29.262504611118857,50.0,2.1069003320005577,0.03511500553334263,"LINESTRING (6.0120067 50.841948, 6.0119868 50.8419913, 6.0119241 50.8421071, 6.0118515 50.8421911)"
41964317,3896806422,0,Avantis,trunk,car,37.94065710945773,80.0,1.707329569925598,0.0284554928320933,"LINESTRING (6.0136785 50.842243, 6.013692 50.8421836, 6.0137033 50.8421506, 6.0137156 50.8421128, 6.0137341 50.8420724, 6.0137633 50.8420134, 6.0138357 50.8419189)"
41964317,3896806423,0,Earl Bakkenstraat,unclassified,pedestrian,38.78028428793279,5.0,27.921804687311607,0.46536341145519344,"LINESTRING (6.0136785 50.842243, 6.0136545 50.8422176, 6.0135856 50.8421654, 6.0135444 50.84214, 6.0134969 50.8421187, 6.0134299 50.8420951, 6.0133713 50.8420752, 6.0132533 50.8420291)"
41964317,3896806423,0,Earl Bakkenstraat,unclassified,bike,38.78028428793279,15.0,9.307268229103869,0.15512113715173115,"LINESTRING (6.0136785 50.842243, 6.0136545 50.8422176, 6.0135856 50.8421654, 6.0135444 50.84214, 6.0134969 50.8421187, 6.0134299 50.8420951, 6.0133713 50.8420752, 6.0132533 50.8420291)"
41964317,3896806423,0,Earl Bakkenstraat,unclassified,car,38.78028428793279,80.0,1.7451127929569754,0.02908521321594959,"LINESTRING (6.0136785 50.842243, 6.0136545 50.8422176, 6.0135856 50.8421654, 6.0135444 50.84214, 6.0134969 50.8421187, 6.0134299 50.8420951, 6.0133713 50.8420752, 6.0132533 50.8420291)"
41964579,3896806427,0,Avantis,trunk,car,38.30765111600651,80.0,1.723844300220293,0.028730738337004885,"LINESTRING (6.0164025 50.8424162, 6.0163959 50.842469, 6.0163774 50.8425268, 6.0163436 50.8426034, 6.0163044 50.8426784, 6.0162586 50.8427466)"
41965361,41967476,0,Koperslager,unclassified,pedestrian,302.0181804618379,5.0,217.4530899325233,3.624218165542055,"LINESTRING (6.0054384 50.8432716, 6.0049556 50.8428414, 6.0048805 50.842855, 6.0037802 50.8436625, 6.0030399 50.8442138, 6.0028401 50.8443755, 6.0027878 50.8444458, 6.0027566 50.8445116)"
41965361,41967476,0,Koperslager,unclassified,bike,302.0181804618379,15.0,72.48436331084109,1.2080727218473515,"LINESTRING (6.0054384 50.8432716, 6.0049556 50.8428414, 6.0048805 50.842855, 6.0037802 50.8436625, 6.0030399 50.8442138, 6.0028401 50.8443755, 6.0027878 50.8444458, 6.0027566 50.8445116)"
41965361,41967476,0,Koperslager,unclassified,car,302.0181804618379,80.0,13.590818120782707,0.22651363534637844,"LINESTRING (6.0054384 50.8432716, 6.0049556 50.8428414, 6.0048805 50.842855, 6.0037802 50.8436625, 6.0030399 50.8442138, 6.0028401 50.8443755, 6.0027878 50.8444458, 6.0027566 50.8445116)"
41965571,41964317,0,Avantis,trunk,car,78.41717398568157,80.0,3.528772829355671,0.05881288048926118,"LINESTRING (6.0140167 50.8428948, 6.013924 50.8428205, 6.0137944 50.8426806, 6.013749 50.8426107, 6.0137077 50.8425281, 6.0136897 50.8424551, 6.0136763 50.8423656, 6.0136785 50.842243)"
41965713,324227898,0,Beitel | Rolduckerweg,unclassified,pedestrian,455.39584566547296,5.0,327.88500887914057,5.464750147985677,"LINESTRING (5.9978856 50.8431432, 5.9978138 50.8431173, 5.9973507 50.8429484, 5.9971437 50.842863, 5.9970413 50.8428112, 5.9969281 50.8427462, 5.9968314 50.8426825, 5.9966994 50.8425976, 5.9965673 50.8425193, 5.9964565 50.8424568, 5.996333 50.8423995, 5.9955633 50.8420146, 5.9951643 50.841815, 5.9948799 50.8416753, 5.9946521 50.8415645, 5.9945509 50.8415157, 5.9944465 50.8414746, 5.9943538 50.8414399, 5.9942234 50.8413993, 5.9940873 50.8413549, 5.9939426 50.8413013, 5.9938044 50.8412428, 5.9935905 50.8411559, 5.993515 50.8411178, 5.9934715 50.8410941, 5.9934358 50.8410748, 5.9932735 50.8409822, 5.9929104 50.8407612, 5.9927418 50.8406744)"
41965713,324227898,0,Beitel | Rolduckerweg,unclassified,bike,455.39584566547296,15.0,109.2950029597135,1.8215833826618917,"LINESTRING (5.9978856 50.8431432, 5.9978138 50.8431173, 5.9973507 50.8429484, 5.9971437 50.842863, 5.9970413 50.8428112, 5.9969281 50.8427462, 5.9968314 50.8426825, 5.9966994 50.8425976, 5.9965673 50.8425193, 5.9964565 50.8424568, 5.996333 50.8423995, 5.9955633 50.8420146, 5.9951643 50.841815, 5.9948799 50.8416753, 5.9946521 50.8415645, 5.9945509 50.8415157, 5.9944465 50.8414746, 5.9943538 50.8414399, 5.9942234 50.8413993, 5.9940873 50.8413549, 5.9939426 50.8413013, 5.9938044 50.8412428, 5.9935905 50.8411559, 5.993515 50.8411178, 5.9934715 50.8410941, 5.9934358 50.8410748, 5.9932735 50.8409822, 5.9929104 50.8407612, 5.9927418 50.8406744)"
41965713,324227898,0,Beitel | Rolduckerweg,unclassified,car,455.39584566547296,50.0,32.788500887914054,0.5464750147985675,"LINESTRING (5.9978856 50.8431432, 5.9978138 50.8431173, 5.9973507 50.8429484, 5.9971437 50.842863, 5.9970413 50.8428112, 5.9969281 50.8427462, 5.9968314 50.8426825, 5.9966994 50.8425976, 5.9965673 50.8425193, 5.9964565 50.8424568, 5.996333 50.8423995, 5.9955633 50.8420146, 5.9951643 50.841815, 5.9948799 50.8416753, 5.9946521 50.8415645, 5.9945509 50.8415157, 5.9944465 50.8414746, 5.9943538 50.8414399, 5.9942234 50.8413993, 5.9940873 50.8413549, 5.9939426 50.8413013, 5.9938044 50.8412428, 5.9935905 50.8411559, 5.993515 50.8411178, 5.9934715 50.8410941, 5.9934358 50.8410748, 5.9932735 50.8409822, 5.9929104 50.8407612, 5.9927418 50.8406744)"
41965713,324227897,0,,unclassified,pedestrian,13.601922808861003,5.0,9.793384422379923,0.16322307370633204,"LINESTRING (5.9978856 50.8431432, 5.9979044 50.8431241, 5.9979515 50.8430738, 5.9979855 50.8430384)"
41965713,324227897,0,,unclassified,bike,13.601922808861003,15.0,3.2644614741266405,0.054407691235444006,"LINESTRING (5.9978856 50.8431432, 5.9979044 50.8431241, 5.9979515 50.8430738, 5.9979855 50.8430384)"
41965713,324227897,0,,unclassified,car,13.601922808861003,80.0,0.6120865263987452,0.010201442106645753,"LINESTRING (5.9978856 50.8431432, 5.9979044 50.8431241, 5.9979515 50.8430738, 5.9979855 50.8430384)"
41966249,41966342,0,,unclassified,pedestrian,8.75957974566067,5.0,6.306897416875683,0.10511495694792804,"LINESTRING (5.9996075 50.8436124, 5.9995587 50.8436849)"
41966249,41966342,0,,unclassified,bike,8.75957974566067,15.0,2.1022991389585606,0.035038318982642674,"LINESTRING (5.9996075 50.8436124, 5.9995587 50.8436849)"
41966249,41966342,0,,unclassified,car,8.75957974566067,80.0,0.39418108855473016,0.006569684809245502,"LINESTRING (5.9996075 50.8436124, 5.9995587 50.8436849)"
41966249,6555011045,0,,unclassified,pedestrian,8.135339806003856,5.0,5.857444660322776,0.09762407767204627,"LINESTRING (5.9996075 50.8436124, 5.9996575 50.8435464)"
41966249,6555011045,0,,unclassified,bike,8.135339806003856,15.0,1.9524815534409252,0.03254135922401542,"LINESTRING (5.9996075 50.8436124, 5.9996575 50.8435464)"
41966249,6555011045,0,,unclassified,car,8.135339806003856,80.0,0.3660902912701735,0.006101504854502892,"LINESTRING (5.9996075 50.8436124, 5.9996575 50.8435464)"
41966249,41967001,0,Beitel,tertiary,pedestrian,155.29903458733935,5.0,111.81530490288434,1.8635884150480722,"LINESTRING (5.9996075 50.8436124, 6.0015652 50.8442624)"
41966249,41967001,0,Beitel,tertiary,bike,155.29903458733935,15.0,37.27176830096144,0.6211961383493574,"LINESTRING (5.9996075 50.8436124, 6.0015652 50.8442624)"
41966249,41967001,0,Beitel,tertiary,car,155.29903458733935,80.0,6.988456556430271,0.11647427594050451,"LINESTRING (5.9996075 50.8436124, 6.0015652 50.8442624)"
41966249,324227897,0,Beitel,tertiary,pedestrian,130.60603080333996,5.0,94.03634217840478,1.5672723696400797,"LINESTRING (5.9996075 50.8436124, 5.9991842 50.8434728, 5.9987457 50.8433248, 5.9983702 50.8431891, 5.9979855 50.8430384)"
41966249,324227897,0,Beitel,tertiary,bike,130.60603080333996,15.0,31.34544739280159,0.5224241232133598,"LINESTRING (5.9996075 50.8436124, 5.9991842 50.8434728, 5.9987457 50.8433248, 5.9983702 50.8431891, 5.9979855 50.8430384)"
41966249,324227897,0,Beitel,tertiary,car,130.60603080333996,80.0,5.877271386150299,0.09795452310250498,"LINESTRING (5.9996075 50.8436124, 5.9991842 50.8434728, 5.9987457 50.8433248, 5.9983702 50.8431891, 5.9979855 50.8430384)"
41966342,41966249,0,,unclassified,pedestrian,8.75957974566067,5.0,6.306897416875683,0.10511495694792804,"LINESTRING (5.9995587 50.8436849, 5.9996075 50.8436124)"
41966342,41966249,0,,unclassified,bike,8.75957974566067,15.0,2.1022991389585606,0.035038318982642674,"LINESTRING (5.9995587 50.8436849, 5.9996075 50.8436124)"
41966342,41966249,0,,unclassified,car,8.75957974566067,80.0,0.39418108855473016,0.006569684809245502,"LINESTRING (5.9995587 50.8436849, 5.9996075 50.8436124)"
41966342,4665847232,0,Nijverheidsweg,unclassified,pedestrian,216.44794641385715,5.0,155.84252141797717,2.5973753569662863,"LINESTRING (5.9995587 50.8436849, 5.9994686 50.8438124, 5.9993975 50.8439326, 5.9993338 50.8440609, 5.9992808 50.8442002, 5.9992491 50.8443332, 5.9992454 50.8443486, 5.9992198 50.8445466, 5.9991908 50.8447912, 5.9990772 50.8455949)"
